filename,Syntactic Components,Clause Structure,Dependency and Relations,Modifiers,Auxiliaries and Modals,Discourse Markers
SQuAD_Entry_1.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_10.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_100.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_101.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_102.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_103.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_104.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_105.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_106.txt,0.19947962221446153,0.028196474317843428,0.35043415939024064,0.11067137181500471,0.06579177340830134,0.0
SQuAD_Entry_11.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_12.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_13.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_14.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_15.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_16.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_17.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_18.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_19.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_2.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_20.txt,0.18745482859465085,0.028196474317843428,0.38301811935242636,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_21.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_22.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_23.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_24.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_25.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_26.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_27.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_28.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_29.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_3.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_30.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_31.txt,0.18000235661261005,0.01944039204261174,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_32.txt,0.18000235661261005,0.01944039204261174,0.39290966334069827,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_33.txt,0.1856105027751094,0.01944039204261174,0.37900399360346,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_34.txt,0.1856105027751094,0.01944039204261174,0.37900399360346,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_35.txt,0.1841827789880172,0.01944039204261174,0.38770079138459557,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_36.txt,0.1856105027751094,0.01944039204261174,0.37900399360346,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_37.txt,0.1841827789880172,0.01944039204261174,0.38770079138459557,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_38.txt,0.1841827789880172,0.01944039204261174,0.38770079138459557,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_39.txt,0.18000235661261005,0.025902707936299778,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_4.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_40.txt,0.18000235661261005,0.01944039204261174,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_41.txt,0.1911500242060954,0.01944039204261174,0.38743686175224074,0.09191944468772974,0.11989387901662131,0.0
SQuAD_Entry_42.txt,0.18000235661261005,0.01944039204261174,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_43.txt,0.17995597636813235,0.025929430117073594,0.39008738283881306,0.0984084827621916,0.11989387901662131,0.0
SQuAD_Entry_44.txt,0.18000235661261005,0.01944039204261174,0.39290966334069827,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_45.txt,0.1841827789880172,0.01944039204261174,0.38770079138459557,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_46.txt,0.18000235661261005,0.01944039204261174,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_47.txt,0.1856105027751094,0.01944039204261174,0.37900399360346,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_48.txt,0.18000235661261005,0.01944039204261174,0.39290966334069827,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_49.txt,0.1841827789880172,0.01944039204261174,0.38770079138459557,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_5.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_50.txt,0.18000235661261005,0.01944039204261174,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_51.txt,0.1841827789880172,0.01944039204261174,0.38770079138459557,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_52.txt,0.1856105027751094,0.01944039204261174,0.37900399360346,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_53.txt,0.18000235661261005,0.01944039204261174,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_54.txt,0.1856105027751094,0.01944039204261174,0.37900399360346,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_55.txt,0.18000235661261005,0.025902707936299778,0.38393662948069934,0.0969178138493022,0.11989387901662131,0.0
SQuAD_Entry_56.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_57.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_58.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_59.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_6.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_60.txt,0.17010732043140112,0.05865298352386206,0.39321888212185285,0.05960319932762091,0.06915673859866069,0.0
SQuAD_Entry_61.txt,0.1719404761770514,0.04367068498833603,0.40450925214105987,0.05960319932762091,0.08574894614383115,0.0
SQuAD_Entry_62.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_63.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_64.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_65.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_66.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_67.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_68.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_69.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
SQuAD_Entry_7.txt,0.18265444685337265,0.028196474317843428,0.3755966336806781,0.1331143153496919,0.22868775096713298,0.0
SQuAD_Entry_70.txt,0.17302512179789628,0.04593039107590507,0.3985680414758782,0.06284961496230945,0.07287836122896992,0.0
